1 2 
1 6 
1 11 
2 1 6 
2 1 11 
6 1 11 
2 3 
2 12 
1 2 3 
1 2 12 
3 2 12 
3 4 
3 7 
2 3 4 
2 3 7 
4 3 7 
4 5 
4 8 
3 4 5 
3 4 8 
5 4 8 
5 6 
5 13 
4 5 6 
4 5 13 
6 5 13 
6 14 
1 6 5 
1 6 14 
5 6 14 
7 10 
7 15 
7 18 
3 7 10 
3 7 15 
3 7 18 
10 7 15 
10 7 18 
15 7 18 
8 9 
8 16 
8 17 
4 8 9 
4 8 16 
4 8 17 
9 8 16 
9 8 17 
16 8 17 
9 10 
9 21 
8 9 10 
8 9 21 
10 9 21 
10 22 
7 10 9 
7 10 22 
9 10 22 
17 18 
17 20 
8 17 18 
8 17 20 
18 17 20 
18 19 
7 18 17 
7 18 19 
17 18 19 
